year,tif_number,property_tax,total_expenditures,transfers_in,transfers_out,surplus,end_balance,flags
2019,149,4594951,6344226,4500000,0,0,6793259,Total of other finances did not match anything. Guessing total by adding individual
2019,152,0,135582,0,0,0,1008303,"field ""property_tax"" had no value attached"
2019,155,287298,19341,1000000,0,0,3347255,Total of other finances did not match anything. Guessing total by adding individual
2019,156,1242783,1233392,0,0,-141000,5143663,Total of other finances did not match anything. Guessing total by adding individual
2019,157,785220,614027,575824,0,0,1937241,Total of other finances did not match anything. Guessing total by adding individual
2019,161,42704,171020,2370000,0,0,5314551,Total of other finances did not match anything. Guessing total by adding individual
2019,163,1009673,145219,1400000,0,0,2936339,Total of other finances did not match anything. Guessing total by adding individual
2019,165,-250,107999,200000,0,0,572534,Total of other finances did not match anything. Guessing total by adding individual
2019,171,320,116246,800000,0,0,988691,Total of other finances did not match anything. Guessing total by adding individual
2019,172,7074511,4715316,0,-632000,0,2420453,Total of other finances did not match anything. Guessing total by adding individual
2019,173,198248,5952,0,0,0,1314309,Revenues after expenditure checksum failed
2019,177,348022,373626,366668,0,0,706371,Total of other finances did not match anything. Guessing total by adding individual
2019,178,1211809,4659313,4762500,0,0,3047783,Total of other finances did not match anything. Guessing total by adding individual
2019,179,99167,3937,176000,0,0,297137,Total of other finances did not match anything. Guessing total by adding individual
2019,181,477834,6217,0,0,0,476057,Beginning of year balance has no value
2020,1,10846352,2835033,0,-5300000,0,38919509,Total of other finances did not match anything. Guessing total by adding individual
2020,4,574745,198658,0,0,-91000,2205001,Total of other finances did not match anything. Guessing total by adding individual
2020,5,218182,8990,0,-500000,0,519264,Total of other finances did not match anything. Guessing total by adding individual
2020,24,595706,792818,0,0,-111000,2752888,Total of other finances did not match anything. Guessing total by adding individual
2020,29,2934662,709526,0,0,-5109000,6626986,Total of other finances did not match anything. Guessing total by adding individual
2020,48,11737673,2029771,0,0,-8274000,26969735,Total of other finances did not match anything. Guessing total by adding individual
2020,52,62715635,11665311,0,-10660335,0,169833503,Total of other finances did not match anything. Guessing total by adding individual
2020,53,22470976,9117520,0,0,-16445000,48796787,Total of other finances did not match anything. Guessing total by adding individual
2020,54,3625074,2322128,0,-1500000,0,7743462,Total of other finances did not match anything. Guessing total by adding individual
2020,57,1423473,4039538,2500000,0,0,4828490,Total of other finances did not match anything. Guessing total by adding individual
2020,61,5553632,4280179,3600000,0,0,34522353,Total of other finances did not match anything. Guessing total by adding individual
2020,63,40184303,5658501,0,0,-3822000,76742941,Total of other finances did not match anything. Guessing total by adding individual
2020,64,9875536,1177830,0,-6000000,0,24986223,Total of other finances did not match anything. Guessing total by adding individual
2020,67,432004,117147,0,0,-325000,2221173,Total of other finances did not match anything. Guessing total by adding individual
2020,70,4174953,355904,0,0,-5217000,11593906,Total of other finances did not match anything. Guessing total by adding individual
2020,71,5011961,13613324,6000000,0,0,11141753,Total of other finances did not match anything. Guessing total by adding individual
2020,74,3094191,1922752,0,0,-1521000,9880585,Total of other finances did not match anything. Guessing total by adding individual
2020,75,3033500,371638,0,-144305,0,7697376,Total of other finances did not match anything. Guessing total by adding individual
2020,77,3629756,233361,0,0,-1907000,7905485,Total of other finances did not match anything. Guessing total by adding individual
2020,79,1490721,359629,4500000,0,0,12659147,Total of other finances did not match anything. Guessing total by adding individual
2020,82,1463926,32006,0,0,-828000,5914128,Total of other finances did not match anything. Guessing total by adding individual
2020,83,1397400,39269,0,0,-97000,5146428,Total of other finances did not match anything. Guessing total by adding individual
2020,85,11144073,1803631,0,0,-3495000,38969127,Total of other finances did not match anything. Guessing total by adding individual
2020,86,32258151,5591050,0,0,-36992000,55140132,Total of other finances did not match anything. Guessing total by adding individual
2020,87,12869784,8644480,0,0,-607000,29909320,Total of other finances did not match anything. Guessing total by adding individual
2020,88,8489465,18758792,0,0,0,17179262,Total of other finances did not match anything. Guessing total by adding individual
2020,89,2875401,100826,0,-2500000,0,3747776,Total of other finances did not match anything. Guessing total by adding individual
2020,90,567817,47768,0,0,-2036769,1580019,Total of other finances did not match anything. Guessing total by adding individual
2020,91,933198,393727,0,0,-848000,6700117,Total of other finances did not match anything. Guessing total by adding individual
2020,94,34026128,766976,0,0,-45000000,29182089,Total of other finances did not match anything. Guessing total by adding individual
2020,95,15438112,7125109,0,-115500,0,42629086,Total of other finances did not match anything. Guessing total by adding individual
2020,97,2235535,3133588,1745000,0,0,5087838,Total of other finances did not match anything. Guessing total by adding individual
2020,99,723223,12467,0,0,-27000,2790045,Total of other finances did not match anything. Guessing total by adding individual
2020,101,8885157,1774268,0,0,-7529000,12461964,Total of other finances did not match anything. Guessing total by adding individual
2020,102,341909,260200,0,0,0,0,End of year balance has no value
2020,104,26809139,4399412,0,0,-21124000,55588280,Total of other finances did not match anything. Guessing total by adding individual
2020,112,2076888,157373,0,0,-944000,8528310,Total of other finances did not match anything. Guessing total by adding individual
2020,113,477531,397674,0,-296120,0,1199145,Total of other finances did not match anything. Guessing total by adding individual
2020,115,5942113,16692783,10660335,0,0,28070792,Total of other finances did not match anything. Guessing total by adding individual
2020,116,2047372,966959,0,0,-74000,7719291,Total of other finances did not match anything. Guessing total by adding individual
2020,118,10276080,267248,0,-3600000,0,36405678,Total of other finances did not match anything. Guessing total by adding individual
2020,119,494093,210394,0,0,-75000,1822713,Total of other finances did not match anything. Guessing total by adding individual
2020,121,3168365,553581,0,0,-1086000,15975740,Total of other finances did not match anything. Guessing total by adding individual
2020,134,2114889,4301270,2870497,0,0,3880728,Total of other finances did not match anything. Guessing total by adding individual
2020,136,1933398,359355,0,0,-201000,14853747,Total of other finances did not match anything. Guessing total by adding individual
2020,143,822149,71656,500000,0,0,5052905,Total of other finances did not match anything. Guessing total by adding individual
2020,144,179244,493228,288609,0,0,1095121,Total of other finances did not match anything. Guessing total by adding individual
2020,147,119840238,20544846,0,0,-100000000,121182204,Total of other finances did not match anything. Guessing total by adding individual
2020,149,4848545,3205738,2500000,0,0,11265484,Total of other finances did not match anything. Guessing total by adding individual
2020,153,823733,246139,0,0,-51000,2756174,Total of other finances did not match anything. Guessing total by adding individual
2020,161,58659,250246,115500,0,0,5408078,Total of other finances did not match anything. Guessing total by adding individual
2020,163,1129353,3614687,800000,0,0,1319938,Total of other finances did not match anything. Guessing total by adding individual
2020,166,2795869,3364863,1796120,0,0,4993343,Total of other finances did not match anything. Guessing total by adding individual
2020,172,16166063,147313,0,-62000,0,18731311,Total of other finances did not match anything. Guessing total by adding individual
2020,173,1215515,39280,0,0,-50000,2504463,Total of other finances did not match anything. Guessing total by adding individual
2020,174,0,34459,0,0,0,1067582,"field ""property_tax"" had no value attached"
2020,177,-12947,1125441,1100000,0,0,691907,Total of other finances did not match anything. Guessing total by adding individual
2020,180,48371096,582356,0,-110169265,0,9445303,Total of other finances did not match anything. Guessing total by adding individual
2021,1,12726077,16458755,0,-5770000,0,29461743,Total of other finances did not match anything. Guessing total by adding individual
2021,21,547652,152036,0,0,0,0,End of year balance has no value
2021,24,760059,105427,0,0,-366918,3037192,Total of other finances did not match anything. Guessing total by adding individual
2021,29,3702629,125209,0,0,-4412537,5754797,Total of other finances did not match anything. Guessing total by adding individual
2021,30,38267614,7814548,0,0,-68858463,99957410,Total of other finances did not match anything. Guessing total by adding individual
2021,33,8794749,5399153,0,-52712074,0,1852167,Total of other finances did not match anything. Guessing total by adding individual
2021,34,9269915,276650,0,-29600000,0,25864063,Total of other finances did not match anything. Guessing total by adding individual
2021,35,1961380,122075,0,-11231488,0,485868,Total of other finances did not match anything. Guessing total by adding individual
2021,45,2321841,464375,0,0,-186363,10398121,Total of other finances did not match anything. Guessing total by adding individual
2021,54,5567551,1426710,0,-2000000,0,9905091,Total of other finances did not match anything. Guessing total by adding individual
2021,58,4181740,516502,0,0,-3758528,11835569,Total of other finances did not match anything. Guessing total by adding individual
2021,62,2737529,1716359,0,0,-150415,7969504,Total of other finances did not match anything. Guessing total by adding individual
2021,63,45858015,5700685,0,0,-16287960,100704376,Total of other finances did not match anything. Guessing total by adding individual
2021,64,11669624,3002714,8231438,0,0,41960870,Total of other finances did not match anything. Guessing total by adding individual
2021,67,492798,119191,0,0,-317703,2274455,Total of other finances did not match anything. Guessing total by adding individual
2021,68,6975000,6204097,0,0,0,0,End of year balance has no value
2021,70,5100137,2934235,0,0,-3258308,10469605,Total of other finances did not match anything. Guessing total by adding individual
2021,72,5417112,9901739,0,0,-10563973,26031623,Total of other finances did not match anything. Guessing total by adding individual
2021,76,4271548,980058,0,-3076677,0,5399956,Total of other finances did not match anything. Guessing total by adding individual
2021,77,4011804,900389,0,0,-1464045,9560702,Total of other finances did not match anything. Guessing total by adding individual
2021,82,1341708,46749,0,0,-58296,7165222,Total of other finances did not match anything. Guessing total by adding individual
2021,85,12468247,3541081,0,0,-10149242,37638233,Total of other finances did not match anything. Guessing total by adding individual
2021,86,34225840,3773420,0,0,-15531407,70060520,Total of other finances did not match anything. Guessing total by adding individual
2021,88,9395519,4471509,0,0,-1623019,20540431,Total of other finances did not match anything. Guessing total by adding individual
2021,91,2093295,684083,0,0,-2080899,5995158,Total of other finances did not match anything. Guessing total by adding individual
2021,94,37902378,480025,0,0,-33845864,32625515,Total of other finances did not match anything. Guessing total by adding individual
2021,96,912715,201932,0,0,-2093727,5249118,Total of other finances did not match anything. Guessing total by adding individual
2021,97,2363909,1058459,1656159,0,0,8119189,Total of other finances did not match anything. Guessing total by adding individual
2021,98,2340139,321832,0,0,0,5074715,"Revenue after expenditures had no value ('excess of revenues over expenditures', 0)"
2021,99,700160,471534,0,0,-1946,3022600,Total of other finances did not match anything. Guessing total by adding individual
2021,103,5887437,378001,0,-4512000,0,18326382,Total of other finances did not match anything. Guessing total by adding individual
2021,104,28981551,1193168,0,0,-20883248,62378574,Total of other finances did not match anything. Guessing total by adding individual
2021,105,6690785,1247727,0,0,-2027406,12411073,Total of other finances did not match anything. Guessing total by adding individual
2021,107,2155873,2379229,0,0,-82782,9607274,Total of other finances did not match anything. Guessing total by adding individual
2021,113,632237,167147,0,-240135,0,1421185,Total of other finances did not match anything. Guessing total by adding individual
2021,115,6863575,2594473,5036857,0,0,37667900,Total of other finances did not match anything. Guessing total by adding individual
2021,119,444345,500558,0,0,-170974,1592647,Total of other finances did not match anything. Guessing total by adding individual
2021,124,673712,460720,0,0,-14244,1299193,Total of other finances did not match anything. Guessing total by adding individual
2021,130,459809,8814,0,0,-231048,6589981,Total of other finances did not match anything. Guessing total by adding individual
2021,134,1848000,3338746,1979212,0,0,4371914,Total of other finances did not match anything. Guessing total by adding individual
2021,146,1060676,1606994,3076677,0,0,4701163,Total of other finances did not match anything. Guessing total by adding individual
2021,147,151520861,13083474,0,0,-62844432,196978275,Total of other finances did not match anything. Guessing total by adding individual
2021,150,6692920,844558,0,0,-3527529,15058560,Total of other finances did not match anything. Guessing total by adding individual
2021,156,1549122,2074015,3000000,0,0,8720794,Total of other finances did not match anything. Guessing total by adding individual
2021,157,1554879,13322666,13368424,0,0,3936273,Total of other finances did not match anything. Guessing total by adding individual
2021,161,165653,488863,800000,0,0,5888884,Total of other finances did not match anything. Guessing total by adding individual
2021,163,1639714,2238530,5770000,0,0,6504343,Total of other finances did not match anything. Guessing total by adding individual
2021,166,3506484,3873378,2240135,0,0,6866182,Total of other finances did not match anything. Guessing total by adding individual
2021,172,14349414,175555,0,0,-13113446,19719624,Total of other finances did not match anything. Guessing total by adding individual
2021,174,0,10082,0,0,0,1057131,"field ""property_tax"" had no value attached"
2021,180,55647235,677769,0,-55000027,0,9436792,Total of other finances did not match anything. Guessing total by adding individual
2021,182,595644,4522554,4512000,0,0,609005,Total of other finances did not match anything. Guessing total by adding individual
2021,183,4124939,367340,61312074,0,0,68779527,Total of other finances did not match anything. Guessing total by adding individual
2021,184,2257760,644925,51075247,0,0,56643691,Total of other finances did not match anything. Guessing total by adding individual
2022,1,16370579,7217766,0,0,-7398400,30350502,Total of other finances did not match anything. Guessing total by adding individual
2022,13,3046471,11806182,11260198,0,0,8037085,Total of other finances did not match anything. Guessing total by adding individual
2022,21,626800,469462,0,0,0,6095175,Beginning of year balance has no value
2022,23,8190413,3370249,0,0,-4970300,32870079,Total of other finances did not match anything. Guessing total by adding individual
2022,52,86697996,24824649,0,-1024092,0,266651096,Total of other finances did not match anything. Guessing total by adding individual
2022,54,3881531,1119695,0,-2000000,0,10353393,Total of other finances did not match anything. Guessing total by adding individual
2022,60,4181586,2294097,2000000,0,0,13891204,Total of other finances did not match anything. Guessing total by adding individual
2022,63,43097168,13325964,0,0,-24782100,102092533,Total of other finances did not match anything. Guessing total by adding individual
2022,65,5052940,829439,0,-2000000,0,21431002,Total of other finances did not match anything. Guessing total by adding individual
2022,74,3735635,1005155,0,0,-1516800,13245066,Total of other finances did not match anything. Guessing total by adding individual
2022,76,4558247,1530498,0,-376636,0,7759147,Total of other finances did not match anything. Guessing total by adding individual
2022,82,1467931,448173,0,0,-1131000,6830821,Total of other finances did not match anything. Guessing total by adding individual
2022,86,34832190,1621830,0,0,-22590200,78148354,Total of other finances did not match anything. Guessing total by adding individual
2022,89,3787582,223004,0,-6600000,0,5190404,Total of other finances did not match anything. Guessing total by adding individual
2022,90,632273,11110,0,0,-1326700,1408965,Total of other finances did not match anything. Guessing total by adding individual
2022,91,1714711,1117364,0,0,-380000,6017635,Total of other finances did not match anything. Guessing total by adding individual
2022,94,34119533,3038383,0,0,-35941684,27145501,Total of other finances did not match anything. Guessing total by adding individual
2022,97,1555434,1375642,164338,0,0,8203792,Total of other finances did not match anything. Guessing total by adding individual
2022,98,2355207,545775,0,-164338,0,6505703,Total of other finances did not match anything. Guessing total by adding individual
2022,104,34835062,868813,0,0,-3175400,90554230,Total of other finances did not match anything. Guessing total by adding individual
2022,110,12419621,16421269,2125852,0,0,12262849,Total of other finances did not match anything. Guessing total by adding individual
2022,114,829852,145969,0,-719405,0,6169072,Total of other finances did not match anything. Guessing total by adding individual
2022,115,9280149,7990740,1024092,0,0,39306276,Total of other finances did not match anything. Guessing total by adding individual
2022,130,657189,2621695,0,0,-640500,3905123,Total of other finances did not match anything. Guessing total by adding individual
2022,134,2354354,2251338,1190012,0,0,5488115,Total of other finances did not match anything. Guessing total by adding individual
2022,146,960059,2699078,376636,0,0,3301771,Total of other finances did not match anything. Guessing total by adding individual
2022,147,161059713,13215784,0,0,-111131269,226613423,Total of other finances did not match anything. Guessing total by adding individual
2022,150,7945626,1487070,0,0,-6243200,14807609,Total of other finances did not match anything. Guessing total by adding individual
2022,157,3624896,8263676,7857455,0,0,6926556,Total of other finances did not match anything. Guessing total by adding individual
2022,160,1784226,74072,0,0,-17900,5360981,Total of other finances did not match anything. Guessing total by adding individual
2022,166,2725515,4020133,2349660,0,0,7712399,Total of other finances did not match anything. Guessing total by adding individual
2022,172,7970040,439945,0,0,-12058900,14681316,Total of other finances did not match anything. Guessing total by adding individual
2022,180,64522588,917454,0,-31005606,0,40914348,Total of other finances did not match anything. Guessing total by adding individual
2022,183,4629188,20929777,25000000,0,0,74716996,Total of other finances did not match anything. Guessing total by adding individual
